# Source: Arcturus5404/miniature-paints (MIT, 2022 Rick Fleuren)
# https://github.com/Arcturus5404/miniature-paints
# Normalized via scripts/build_paint_db.py.
# Hex values are community-derived from vendor swatches; spot-check
# before trusting individual rows. Edit this file directly to correct.
# category=solid is the only category included in the optimizer.
name,brand,line,sku,hex,category,notes
Blue Wash,vallejo,vallejo_game_wash,73.207,#1A5B9B,wash,
Flesh Wash,vallejo,vallejo_game_wash,73.204,#B67C78,wash,
Green Wash,vallejo,vallejo_game_wash,73.205,#72B25B,wash,
Pale Grey Wash,vallejo,vallejo_game_wash,73.202,#CACAD2,wash,
Red Wash,vallejo,vallejo_game_wash,73.206,#D55E86,wash,
Sepia Wash,vallejo,vallejo_game_wash,73.200,#8B622C,wash,
Umber Wash,vallejo,vallejo_game_wash,73.203,#766053,wash,
German Field Grey,vallejo,vallejo_hobby,28.006,#62625A,solid,
Panzer Grey,vallejo,vallejo_hobby,28.002,#4B4C50,solid,
Panzer Yellow,vallejo,vallejo_hobby,28.001,#94854E,solid,
Russian Uniform,vallejo,vallejo_hobby,28.007,#6B6452,solid,
UK Bronze Green,vallejo,vallejo_hobby,28.004,#535554,metallic,
US Khaki,vallejo,vallejo_hobby,28.009,#86785E,solid,
Green Gold,vallejo,vallejo_liquid_gold,70.795,#E3D8C4,metallic,
Red Gold,vallejo,vallejo_liquid_gold,70.794,#F3E2C8,metallic,
Rich Gold,vallejo,vallejo_liquid_gold,70.793,#E9DEC2,metallic,
White Gold,vallejo,vallejo_liquid_gold,70.796,#F6F6F6,metallic,
Black Wash,vallejo,vallejo_mecha_color,69.518,#010101,solid,
Brown Engine Soot (Matt),vallejo,vallejo_mecha_color,69.818,#5F351F,solid,
Chipping Brown,vallejo,vallejo_mecha_color,69.035,#484242,solid,
Dark Grey Green,vallejo,vallejo_mecha_color,69.041,#505251,solid,
Dark Rust Wash,vallejo,vallejo_mecha_color,69.507,#E05B10,solid,
Dark Steel,vallejo,vallejo_mecha_color,69.065,#737476,metallic,
Deep Blue,vallejo,vallejo_mecha_color,69.018,#0C97C2,solid,
Desert Dust Wash,vallejo,vallejo_mecha_color,69.522,#D8BB81,solid,
Fuel Stains (Gloss),vallejo,vallejo_mecha_color,69.814,#A06217,solid,
Green Blue,vallejo,vallejo_mecha_color,69.027,#8A9F80,solid,
Grey Sand,vallejo,vallejo_mecha_color,69.031,#BA9F72,solid,
Grey Z,vallejo,vallejo_mecha_color,69.039,#7A7B7D,solid,
Light Grey Wash,vallejo,vallejo_mecha_color,69.515,#C9C9C7,solid,
Light Rust Wash,vallejo,vallejo_mecha_color,69.505,#EB7919,solid,
Light Steel,vallejo,vallejo_mecha_color,69.064,#CDD6D3,metallic,
Mecha Gloss Varnish,vallejo,vallejo_mecha_color,69.701,#FFFFFF,exclude,
Mecha Matt Varnish,vallejo,vallejo_mecha_color,69.702,#FFFFFF,exclude,
Mecha Satin Varnish,vallejo,vallejo_mecha_color,69.703,#FFFFFF,exclude,
Oil Stains (Gloss),vallejo,vallejo_mecha_color,69.813,#73531A,solid,
Oiled Earth Wash,vallejo,vallejo_mecha_color,69.521,#6E5C52,solid,
Petrol Spills (Gloss),vallejo,vallejo_mecha_color,69.817,#141C1F,solid,
Phantom Grey,vallejo,vallejo_mecha_color,69.040,#535762,solid,
Pure Black,vallejo,vallejo_mecha_color,69.042,#010101,solid,
Pure White,vallejo,vallejo_mecha_color,69.001,#FFFFFF,solid,
Rust Texture (Matt),vallejo,vallejo_mecha_color,69.821,#69322B,solid,
Sz Red,vallejo,vallejo_mecha_color,69.009,#B33737,solid,
Titan Blue,vallejo,vallejo_mecha_color,69.013,#4D4D6F,solid,
Titan Dark Blue,vallejo,vallejo_mecha_color,69.022,#41454E,solid,
Aluminium,vallejo,vallejo_metal_color,77.701,#AEAEAE,metallic,
Burnt Iron,vallejo,vallejo_metal_color,77.721,#7D7D7B,metallic,
Chrome,vallejo,vallejo_metal_color,77.707,#AFAFAF,metallic,
Dark Aluminium,vallejo,vallejo_metal_color,77.703,#949496,metallic,
Dull Aluminium,vallejo,vallejo_metal_color,77.717,#BBBBBB,metallic,
Duraluminium,vallejo,vallejo_metal_color,77.702,#A4A4A4,metallic,
Exhaust Manifold,vallejo,vallejo_metal_color,77.723,#7D7D7B,metallic,
Gloss Metal Varnish,vallejo,vallejo_metal_color,77.657,#FFFFFF,exclude,
Gunmetal Grey,vallejo,vallejo_metal_color,77.720,#737373,metallic,
Jet Exhaust,vallejo,vallejo_metal_color,77.713,#797979,metallic,
Magnesium,vallejo,vallejo_metal_color,77.711,#858585,metallic,
Pale Burnt Metal,vallejo,vallejo_metal_color,77.704,#A9A9A9,metallic,
Semi Matt Aluminium,vallejo,vallejo_metal_color,77.716,#C0C1C3,metallic,
White Aluminium,vallejo,vallejo_metal_color,77.706,#BAB9BE,metallic,
3B Russian Green,vallejo,vallejo_model_air,71.281,#474946,solid,
6K Russian Brown,vallejo,vallejo_model_air,71.282,#4D4C4A,solid,
7K Russian Tan,vallejo,vallejo_model_air,71.283,#787059,solid,
A-14 Steel Grey,vallejo,vallejo_model_air,71.336,#697271,metallic,
A-24M Camouflage Green,vallejo,vallejo_model_air,71.303,#575944,solid,
A-28M Greyish Blue,vallejo,vallejo_model_air,71.319,#719F92,solid,
AII SV. Gol Light Blue,vallejo,vallejo_model_air,71.317,#7CC5D6,solid,
AMT-1 Light Grey Brown,vallejo,vallejo_model_air,71.320,#958B81,solid,
AMT-11 Blue Grey,vallejo,vallejo_model_air,71.304,#5A616B,solid,
AMT-12 Dark Grey,vallejo,vallejo_model_air,71.308,#43484C,solid,
AMT-4 Camouflage Green,vallejo,vallejo_model_air,71.301,#645D40,solid,
AMT-7 Greyish Blue,vallejo,vallejo_model_air,71.318,#628B9F,solid,
Aged White,vallejo,vallejo_model_air,71.132,#E3D3AF,solid,
Aggressor Gray,vallejo,vallejo_model_air,71.274,#7B7C7E,solid,
Aluminum (Metallic),vallejo,vallejo_model_air,71.062,#ACACB6,solid,
Anthracite Grey,vallejo,vallejo_model_air,71.052,#4E4F54,solid,
Arctic Blue (Metallic),vallejo,vallejo_model_air,71.071,#373C4F,solid,
Armour Brown,vallejo,vallejo_model_air,71.041,#4F4140,solid,
BS Dark Earth,vallejo,vallejo_model_air,71.323,#6C5B41,solid,
BS Dark Green,vallejo,vallejo_model_air,71.324,#444631,solid,
BS Medium Sea Grey,vallejo,vallejo_model_air,71.307,#80888B,exclude,
Black (Metallic),vallejo,vallejo_model_air,71.073,#625E6C,solid,
Black Green RLM70,vallejo,vallejo_model_air,71.021,#444645,solid,
Black Grey RLM66,vallejo,vallejo_model_air,71.055,#505153,solid,
Blue Grey,vallejo,vallejo_model_air,71.115,#454952,solid,
Bright Brass (Metallic),vallejo,vallejo_model_air,71.067,#9F8F5B,metallic,
Brown Green,vallejo,vallejo_model_air,71.030,#906F4E,solid,
Brown Grey,vallejo,vallejo_model_air,71.248,#62615F,solid,
Brown RLM26,vallejo,vallejo_model_air,71.105,#844138,solid,
Brown Violet RLM81,vallejo,vallejo_model_air,71.264,#635A49,solid,
Camouflage Brown,vallejo,vallejo_model_air,71.117,#AE906E,solid,
Camouflage Gray,vallejo,vallejo_model_air,71.280,#6A6C69,solid,
Camouflage Grey,vallejo,vallejo_model_air,71.118,#867966,solid,
Camouflage Grey Green,vallejo,vallejo_model_air,71.116,#7A694B,solid,
Camouflage Medium Brown,vallejo,vallejo_model_air,71.038,#5F4E3E,exclude,
Camouflage Pale Brown,vallejo,vallejo_model_air,71.035,#796453,solid,
Cement Grey,vallejo,vallejo_model_air,71.045,#91948B,solid,
Chrome (Metallic),vallejo,vallejo_model_air,71.064,#A8A8B2,metallic,
Cockpit Emerald Green “Faded”,vallejo,vallejo_model_air,71.331,#46857A,solid,
Concrete,vallejo,vallejo_model_air,71.131,#776D61,solid,
Copper (Metallic),vallejo,vallejo_model_air,71.068,#8C5C48,metallic,
Dark Blue RLM24,vallejo,vallejo_model_air,71.266,#2E4861,solid,
Dark Brown RLM61,vallejo,vallejo_model_air,71.042,#484745,solid,
Dark Earth,vallejo,vallejo_model_air,71.029,#5E5544,solid,
Dark Ghost Gray,vallejo,vallejo_model_air,71.120,#8A97A0,solid,
Dark Gray RLM42,vallejo,vallejo_model_air,71.123,#515352,solid,
Dark Green RLM71,vallejo,vallejo_model_air,71.015,#544C3F,solid,
Dark Green RLM83,vallejo,vallejo_model_air,71.011,#4E4E46,solid,
Dark Grey Blue,vallejo,vallejo_model_air,71.054,#484D51,solid,
Dark Gull Gray,vallejo,vallejo_model_air,71.277,#828385,solid,
Dark Mediterranean Blue,vallejo,vallejo_model_air,71.313,#2A3551,solid,
Dark Sea Gray,vallejo,vallejo_model_air,71.053,#4C535D,solid,
Dark Slate Grey,vallejo,vallejo_model_air,71.309,#5D5E56,solid,
Deep Sky,vallejo,vallejo_model_air,71.090,#35415B,solid,
Dirt,vallejo,vallejo_model_air,71.133,#7A6240,solid,
Eau de Nil “Duck Egg Green”,vallejo,vallejo_model_air,71.009,#C2C89C,solid,
Engine Gray,vallejo,vallejo_model_air,71.048,#555962,solid,
Faded P.R.U. Blue,vallejo,vallejo_model_air,71.109,#496570,solid,
Ferrari Red,vallejo,vallejo_model_air,71.085,#AF3532,solid,
Fire Red,vallejo,vallejo_model_air,71.084,#863E30,solid,
Flanker Blue,vallejo,vallejo_model_air,71.337,#91AEB4,solid,
Flanker Light Blue,vallejo,vallejo_model_air,71.334,#B1C4C8,solid,
Flanker Light Gray,vallejo,vallejo_model_air,71.335,#9DA6A5,solid,
French Blue,vallejo,vallejo_model_air,71.088,#1F4E7A,solid,
German Red Brown,vallejo,vallejo_model_air,71.271,#674239,solid,
German Yellow Brown,vallejo,vallejo_model_air,71.272,#846E49,solid,
Glossy Sea Blue,vallejo,vallejo_model_air,71.300,#242B35,solid,
Gold (Metallic),vallejo,vallejo_model_air,71.066,#9E8155,metallic,
Golden Brown,vallejo,vallejo_model_air,71.032,#876343,metallic,
Gray Blue RLM84,vallejo,vallejo_model_air,71.103,#A2A39B,solid,
Gray Green RLM74,vallejo,vallejo_model_air,71.258,#535554,solid,
Gray Violet,vallejo,vallejo_model_air,71.128,#646663,solid,
Green RLM62,vallejo,vallejo_model_air,71.104,#595C47,solid,
Green RLM72,vallejo,vallejo_model_air,71.263,#474948,solid,
Green RLM73,vallejo,vallejo_model_air,71.256,#444D4C,solid,
Green Zinc Chromate,vallejo,vallejo_model_air,71.094,#565D3B,solid,
Grey,vallejo,vallejo_model_air,71.047,#555C66,solid,
Grey RLM02,vallejo,vallejo_model_air,71.044,#7A7C67,solid,
Grey Violet RLM75,vallejo,vallejo_model_air,71.259,#616362,solid,
Gunmetal (Metallic),vallejo,vallejo_model_air,71.072,#7A7B80,metallic,
Hemp,vallejo,vallejo_model_air,71.023,#817964,solid,
IAF Sand,vallejo,vallejo_model_air,71.327,#C4B29A,solid,
IDF Blue,vallejo,vallejo_model_air,71.113,#59758A,solid,
IDF Sand Grey 73,vallejo,vallejo_model_air,71.141,#AA9F83,solid,
IDF Sinai Grey 82,vallejo,vallejo_model_air,71.142,#7B726D,solid,
IDF/IAF Green,vallejo,vallejo_model_air,71.126,#79866C,solid,
IJA Chrome Yellow,vallejo,vallejo_model_air,71.135,#F4A900,metallic,
IJA Dark Green,vallejo,vallejo_model_air,71.285,#52543F,solid,
IJA Earth Brown,vallejo,vallejo_model_air,71.136,#78644B,solid,
IJA Grey Green,vallejo,vallejo_model_air,71.326,#BBB39E,solid,
IJA Khaki Brown,vallejo,vallejo_model_air,71.287,#695940,solid,
IJA Light Grey Green,vallejo,vallejo_model_air,71.321,#A5AA93,solid,
IJA Midouri Green,vallejo,vallejo_model_air,71.134,#3E483D,solid,
IJA Olive Green,vallejo,vallejo_model_air,71.286,#544C3F,solid,
IJN Ash Grey,vallejo,vallejo_model_air,71.311,#89816C,solid,
IJN Black Green,vallejo,vallejo_model_air,71.322,#3E483D,solid,
IJN Dark Black Green,vallejo,vallejo_model_air,71.325,#434542,solid,
IJN Deep Dark Green,vallejo,vallejo_model_air,71.310,#36504D,solid,
IJN Medium Grey,vallejo,vallejo_model_air,71.312,#B9B0AB,exclude,
Insignia White,vallejo,vallejo_model_air,71.279,#E3E3DB,solid,
Interior Green,vallejo,vallejo_model_air,71.010,#645D40,solid,
Interior Grey Green,vallejo,vallejo_model_air,71.305,#96A28A,solid,
Ivory RLM05,vallejo,vallejo_model_air,71.106,#C8B269,solid,
JGSD Brown 3606,vallejo,vallejo_model_air,71.297,#70665C,solid,
Khaki Brown,vallejo,vallejo_model_air,71.024,#917957,solid,
Khaki Green Num.3,vallejo,vallejo_model_air,71.330,#615E4B,solid,
Light Blue,vallejo,vallejo_model_air,71.328,#C6C9C0,solid,
Light Blue RLM65,vallejo,vallejo_model_air,71.255,#899D9C,solid,
Light Blue RLM76,vallejo,vallejo_model_air,71.257,#96ABA4,solid,
Light Blue RLM78,vallejo,vallejo_model_air,71.101,#809590,solid,
Light Gray,vallejo,vallejo_model_air,71.050,#8C909B,solid,
Light Green Chromate,vallejo,vallejo_model_air,71.006,#5F6644,solid,
Light Green RLM25,vallejo,vallejo_model_air,71.267,#497868,solid,
Light Green RLM82,vallejo,vallejo_model_air,71.022,#4B4F3E,solid,
Light Grey RLM63,vallejo,vallejo_model_air,71.260,#6B6F60,solid,
Light Gull Gray,vallejo,vallejo_model_air,71.121,#A9AAA2,solid,
Light Olive,vallejo,vallejo_model_air,71.247,#68604D,solid,
Light Red,vallejo,vallejo_model_air,71.086,#E04622,solid,
Light Sea Blue,vallejo,vallejo_model_air,71.089,#02A4D5,solid,
Loam Beige,vallejo,vallejo_model_air,71.245,#988864,solid,
M495 Light Gray,vallejo,vallejo_model_air,71.298,#9C998A,solid,
Mahogany,vallejo,vallejo_model_air,71.036,#4A3B38,solid,
Medium Gray,vallejo,vallejo_model_air,71.114,#687E8B,exclude,
Medium Gunship Gray,vallejo,vallejo_model_air,71.097,#5A616B,exclude,
Medium Yellow,vallejo,vallejo_model_air,71.002,#F9B202,exclude,
Mud Brown,vallejo,vallejo_model_air,71.037,#8D6448,solid,
NATO Black,vallejo,vallejo_model_air,71.251,#38383A,solid,
NATO Brown,vallejo,vallejo_model_air,71.249,#5C4E45,solid,
NATO Green,vallejo,vallejo_model_air,71.093,#525A4F,solid,
Neutral Gray,vallejo,vallejo_model_air,71.051,#70777F,solid,
Num. 41 Dark Olive Drab,vallejo,vallejo_model_air,71.316,#544C3F,solid,
Ocean Gray,vallejo,vallejo_model_air,71.273,#6E757F,solid,
Ochre,vallejo,vallejo_model_air,71.081,#77693A,solid,
Olive Green RLM80,vallejo,vallejo_model_air,71.265,#4C4F3A,solid,
Orange,vallejo,vallejo_model_air,71.083,#E14C24,solid,
Orange Rust,vallejo,vallejo_model_air,71.130,#C76832,solid,
Pale Blue Grey,vallejo,vallejo_model_air,71.046,#969DA5,solid,
Pale Green,vallejo,vallejo_model_air,71.095,#75845B,solid,
Panzer Dark Gray,vallejo,vallejo_model_air,71.056,#434544,solid,
Red RLM23,vallejo,vallejo_model_air,71.003,#C71F1C,solid,
Russian AF Blue,vallejo,vallejo_model_air,71.333,#008EB4,solid,
Russian AF Dark Green,vallejo,vallejo_model_air,71.347,#4B4835,solid,
Russian AF Grey Blue,vallejo,vallejo_model_air,71.338,#A3ACAB,solid,
Russian AF Grey N.3,vallejo,vallejo_model_air,71.339,#858E8D,solid,
Russian AF Grey N.4,vallejo,vallejo_model_air,71.346,#AAA794,solid,
Russian AF Grey N.7,vallejo,vallejo_model_air,71.343,#739CB0,solid,
Russian AF Grey N.8,vallejo,vallejo_model_air,71.345,#A1B5BE,solid,
Russian AF Grey Protective Coat,vallejo,vallejo_model_air,71.344,#B3CBD7,solid,
Russian AF Light Blue,vallejo,vallejo_model_air,71.342,#AAC9C4,solid,
Russian Green 4BO,vallejo,vallejo_model_air,71.017,#52543F,solid,
Rust (Metallic),vallejo,vallejo_model_air,71.069,#755445,solid,
Sand,vallejo,vallejo_model_air,71.112,#9E887A,solid,
Sand Beige,vallejo,vallejo_model_air,71.244,#B5A48A,solid,
Sand Brown,vallejo,vallejo_model_air,71.034,#946B4F,solid,
Sand Yellow RLM79,vallejo,vallejo_model_air,71.278,#97744E,solid,
Sea Grey,vallejo,vallejo_model_air,71.049,#63686C,solid,
Seaplane Gray,vallejo,vallejo_model_air,71.314,#555756,solid,
Signal Blue,vallejo,vallejo_model_air,71.091,#383641,solid,
Signal Red (Metallic),vallejo,vallejo_model_air,71.070,#CB5970,solid,
Silver RLM01 (Metallic),vallejo,vallejo_model_air,71.063,#ADADB9,metallic,
Sky Type S,vallejo,vallejo_model_air,71.302,#A2A48C,solid,
Steel (Metallic),vallejo,vallejo_model_air,71.065,#BBBBC7,metallic,
Steel Blue,vallejo,vallejo_model_air,71.087,#195770,metallic,
Tire Black,vallejo,vallejo_model_air,71.315,#505153,solid,
UK Azure Blue,vallejo,vallejo_model_air,71.108,#728CAD,solid,
UK Light Mud,vallejo,vallejo_model_air,71.284,#87806E,solid,
UK Light Stone,vallejo,vallejo_model_air,71.143,#B29B69,solid,
US Desert Armour 686,vallejo,vallejo_model_air,71.122,#AE9B7D,solid,
US Desert Sand,vallejo,vallejo_model_air,71.140,#A98E79,solid,
US Earth Brown,vallejo,vallejo_model_air,71.290,#65594D,solid,
US Earth Red,vallejo,vallejo_model_air,71.293,#7B604F,solid,
US Earth Yellow,vallejo,vallejo_model_air,71.291,#BA915D,solid,
US Flat Brown,vallejo,vallejo_model_air,71.026,#8E6A4A,solid,
US Forest Green,vallejo,vallejo_model_air,71.294,#54544C,solid,
US Interior Yellow,vallejo,vallejo_model_air,71.107,#CBA552,solid,
US Light Green,vallejo,vallejo_model_air,71.137,#67633E,solid,
US Loam,vallejo,vallejo_model_air,71.292,#565751,solid,
US Sand,vallejo,vallejo_model_air,71.138,#96866D,solid,
USAAF Light Gray,vallejo,vallejo_model_air,71.296,#BCBCB4,solid,
USAF Brown,vallejo,vallejo_model_air,71.125,#8A715B,solid,
USAF Green,vallejo,vallejo_model_air,71.124,#4C5B58,solid,
USAF Light Blue,vallejo,vallejo_model_air,71.111,#526778,solid,
USAF Light Gray,vallejo,vallejo_model_air,71.276,#C3C5C2,solid,
USAF Medium Gray,vallejo,vallejo_model_air,71.275,#828385,exclude,
USAF Olive Drab,vallejo,vallejo_model_air,71.016,#635B46,solid,
USAF Tan,vallejo,vallejo_model_air,71.348,#BE9869,solid,
USN Sea Blue,vallejo,vallejo_model_air,71.295,#43484C,solid,
Uk BSC 64 Portland Stone,vallejo,vallejo_model_air,71.288,#CCBD96,solid,
Underside Blue “Faded”,vallejo,vallejo_model_air,71.332,#C4D4D1,solid,
Wood,vallejo,vallejo_model_air,71.077,#AB743B,solid,
Yellow Brown,vallejo,vallejo_model_air,71.246,#978674,solid,
Yellow RLM04,vallejo,vallejo_model_air,71.078,#E7A221,solid,
Amaranth Red,vallejo,vallejo_model_color,70.829,#D14E30,solid,
Andrea Blue,vallejo,vallejo_model_color,70.841,#0270AF,solid,
Azure,vallejo,vallejo_model_color,70.902,#5B6B9E,solid,
BC Dark Brown,vallejo,vallejo_model_color,70.768,#76563D,solid,
Basalt Grey,vallejo,vallejo_model_color,70.869,#5C5A5D,solid,
Basic Skin Tone,vallejo,vallejo_model_color,70.815,#E9AC8D,solid,
Beige,vallejo,vallejo_model_color,70.917,#DFBE6F,solid,
Beige Brown,vallejo,vallejo_model_color,70.875,#816041,solid,
Beige Red,vallejo,vallejo_model_color,70.804,#B06E4B,solid,
Black,vallejo,vallejo_model_color,70.950,#231D1D,solid,
Black Glaze,vallejo,vallejo_model_color,70.855,#383838,solid,
Black Green,vallejo,vallejo_model_color,70.980,#2A342B,solid,
Black Grey,vallejo,vallejo_model_color,70.862,#302722,solid,
Black Red,vallejo,vallejo_model_color,70.859,#552F2C,solid,
Black Violet,vallejo,vallejo_model_color,70.751,#392A31,solid,
Blue,vallejo,vallejo_model_color,70.925,#372C4C,solid,
Blue Fluorescent,vallejo,vallejo_model_color,70.736,#0370B1,exclude,
Blue Green,vallejo,vallejo_model_color,70.808,#007A89,solid,
Blue Grey Pale,vallejo,vallejo_model_color,70.905,#808686,solid,
Blue Violet,vallejo,vallejo_model_color,70.811,#59467E,solid,
Brass,vallejo,vallejo_model_color,70.801,#643B1D,metallic,
Bright Orange,vallejo,vallejo_model_color,70.851,#E05921,solid,
Bronze,vallejo,vallejo_model_color,70.998,#533C1D,metallic,
Bronze Green,vallejo,vallejo_model_color,70.897,#313A29,metallic,
Brown Glaze,vallejo,vallejo_model_color,70.854,#4E403D,solid,
Brown Rose,vallejo,vallejo_model_color,70.803,#9C6560,solid,
Brown Sand,vallejo,vallejo_model_color,70.876,#906145,solid,
Buff,vallejo,vallejo_model_color,70.976,#D7AF4D,solid,
Burnt Red,vallejo,vallejo_model_color,70.814,#763C3A,solid,
Burnt Umber,vallejo,vallejo_model_color,70.941,#513B2E,solid,
Camouflage Black Brown,vallejo,vallejo_model_color,70.822,#403436,solid,
Camouflage Black Green,vallejo,vallejo_model_color,70.741,#313129,solid,
Camouflage Dark Green,vallejo,vallejo_model_color,70.979,#263025,solid,
Camouflage Middle Brown,vallejo,vallejo_model_color,70.740,#513E20,solid,
Camouflage Olive Green,vallejo,vallejo_model_color,70.894,#3C3D2F,solid,
Canvas,vallejo,vallejo_model_color,70.763,#4D3E1F,solid,
Carmine Red,vallejo,vallejo_model_color,70.908,#97211F,solid,
Cavalry Brown,vallejo,vallejo_model_color,70.982,#84443A,solid,
Chestnut Brown,vallejo,vallejo_model_color,70.746,#603F36,solid,
Chocolate Brown,vallejo,vallejo_model_color,70.872,#58443D,solid,
Clear Orange,vallejo,vallejo_model_color,70.956,#CC4527,exclude,
Cold White,vallejo,vallejo_model_color,70.919,#F6F6F8,solid,
Continental Blue,vallejo,vallejo_model_color,70.754,#25242A,solid,
Copper,vallejo,vallejo_model_color,70.999,#803427,metallic,
Cork Brown,vallejo,vallejo_model_color,70.843,#A16F4E,solid,
Cream White,vallejo,vallejo_model_color,70.766,#E3D1C3,solid,
Dark Blue,vallejo,vallejo_model_color,70.930,#273461,solid,
Dark Blue Grey,vallejo,vallejo_model_color,70.904,#6D8589,solid,
Dark Flesh,vallejo,vallejo_model_color,70.927,#D3933B,solid,
Dark Grey,vallejo,vallejo_model_color,70.994,#312F32,solid,
Dark Prussian Blue,vallejo,vallejo_model_color,70.899,#372741,solid,
Dark Purple,vallejo,vallejo_model_color,70.749,#452733,solid,
Dark Red,vallejo,vallejo_model_color,70.946,#692F24,solid,
Dark Rose,vallejo,vallejo_model_color,70.745,#805252,solid,
Dark Rust,vallejo,vallejo_model_color,70.771,#3B2625,solid,
Dark Sand,vallejo,vallejo_model_color,70.847,#CBA868,solid,
Dark Sea Blue,vallejo,vallejo_model_color,70.898,#262C38,solid,
Dark Sea Green,vallejo,vallejo_model_color,70.868,#4B4545,solid,
Dark Sea Grey,vallejo,vallejo_model_color,70.991,#6C6B69,solid,
Dark Vermilion,vallejo,vallejo_model_color,70.947,#B52A27,solid,
Dark Yellow,vallejo,vallejo_model_color,70.978,#90873A,solid,
Deck Tan,vallejo,vallejo_model_color,70.986,#ABA390,solid,
Deep Green,vallejo,vallejo_model_color,70.970,#1B4B33,solid,
Deep Sky Blue,vallejo,vallejo_model_color,70.844,#4D95C5,solid,
Deep Yellow,vallejo,vallejo_model_color,70.915,#F1C701,solid,
Desert Brown,vallejo,vallejo_model_color,70.767,#AB8556,solid,
Desert Yellow,vallejo,vallejo_model_color,70.977,#B6854A,solid,
Emerald,vallejo,vallejo_model_color,70.838,#00624B,solid,
English Uniform,vallejo,vallejo_model_color,70.921,#6F532B,solid,
Extra Dark Green,vallejo,vallejo_model_color,70.896,#282A14,solid,
Fern Green,vallejo,vallejo_model_color,70.833,#475436,solid,
Field Blue,vallejo,vallejo_model_color,70.964,#4D5256,solid,
Flat Blue,vallejo,vallejo_model_color,70.962,#3F4873,solid,
Flat Brown,vallejo,vallejo_model_color,70.984,#703F38,solid,
Flat Earth,vallejo,vallejo_model_color,70.983,#69442A,solid,
Flat Flesh,vallejo,vallejo_model_color,70.955,#E09959,solid,
Flat Green,vallejo,vallejo_model_color,70.968,#374B2F,solid,
Flat Red,vallejo,vallejo_model_color,70.957,#A12B29,solid,
Flat Yellow,vallejo,vallejo_model_color,70.953,#F6BA36,solid,
French Mirage Blue,vallejo,vallejo_model_color,70.900,#5F6772,solid,
German Beige WWII,vallejo,vallejo_model_color,70.821,#796950,solid,
German Fieldgrey WWII,vallejo,vallejo_model_color,70.830,#58523C,solid,
German Grey,vallejo,vallejo_model_color,70.995,#2E2E2C,solid,
German Orange,vallejo,vallejo_model_color,70.805,#BA6254,solid,
German Tank Crew,vallejo,vallejo_model_color,70.759,#544A3E,solid,
German Uniform,vallejo,vallejo_model_color,70.920,#434D42,solid,
German Yellow,vallejo,vallejo_model_color,70.806,#CEB65E,solid,
Gloss White,vallejo,vallejo_model_color,70.842,#F5F3F4,solid,
Glossy Black,vallejo,vallejo_model_color,70.861,#241E1E,solid,
Gold,vallejo,vallejo_model_color,70.996,#996728,metallic,
Gold Brown,vallejo,vallejo_model_color,70.877,#BF873C,metallic,
Golden Olive,vallejo,vallejo_model_color,70.857,#808145,metallic,
Golden Yellow,vallejo,vallejo_model_color,70.948,#F8A734,metallic,
Green Brown,vallejo,vallejo_model_color,70.879,#816D32,solid,
Green Fluorescent,vallejo,vallejo_model_color,70.737,#A8C958,exclude,
Green Grey,vallejo,vallejo_model_color,70.971,#B5B6AE,solid,
Green Ochre,vallejo,vallejo_model_color,70.914,#A17F35,solid,
Green Sky,vallejo,vallejo_model_color,70.974,#7A9165,solid,
Green Yellow,vallejo,vallejo_model_color,70.881,#6E653C,solid,
Grey Blue,vallejo,vallejo_model_color,70.943,#596D85,solid,
Grey Brown,vallejo,vallejo_model_color,70.762,#5B4923,solid,
Grey Green,vallejo,vallejo_model_color,70.866,#41403E,solid,
Gunmetal,vallejo,vallejo_model_color,70.863,#352A2E,metallic,
Gunmetal Blue,vallejo,vallejo_model_color,70.800,#282834,metallic,
Gunship Green,vallejo,vallejo_model_color,70.895,#4C5840,solid,
Hull Red,vallejo,vallejo_model_color,70.985,#5C383C,solid,
Ice Yellow,vallejo,vallejo_model_color,70.858,#EECF72,solid,
Infantry Blue,vallejo,vallejo_model_color,70.752,#25212F,solid,
Intermediate Blue,vallejo,vallejo_model_color,70.903,#646D76,solid,
Intermediate Green,vallejo,vallejo_model_color,70.891,#506544,solid,
Iraqi Sand,vallejo,vallejo_model_color,70.819,#B49360,solid,
Ivory,vallejo,vallejo_model_color,70.918,#EBE2D1,solid,
Japanese Uniform WWII,vallejo,vallejo_model_color,70.923,#9F7F2A,solid,
Khaki,vallejo,vallejo_model_color,70.988,#6F5F3B,solid,
Khaki Grey,vallejo,vallejo_model_color,70.880,#7E6338,solid,
Lavender Grey,vallejo,vallejo_model_color,70.774,#7F6F6F,solid,
Leather Brown,vallejo,vallejo_model_color,70.871,#594335,solid,
Lemon Yellow,vallejo,vallejo_model_color,70.952,#E4D202,solid,
Light Brown,vallejo,vallejo_model_color,70.929,#A25B31,solid,
Light Flesh,vallejo,vallejo_model_color,70.928,#F3D4B8,solid,
Light Green,vallejo,vallejo_model_color,70.942,#007943,solid,
Light Green Blue,vallejo,vallejo_model_color,70.972,#86958E,solid,
Light Grey,vallejo,vallejo_model_color,70.990,#919294,solid,
Light Mud,vallejo,vallejo_model_color,70.760,#7C745D,solid,
Light Orange,vallejo,vallejo_model_color,70.911,#EE7228,solid,
Light Sea Grey,vallejo,vallejo_model_color,70.973,#A1B1B1,solid,
